,Video,Sentence,AllenNLP_label,AllenNLP_Prob,Textblob_Sentiment,Textblob_score
44,Video45,I don't know. I haven't seen anyone go through this.,0,0.1880079060792923,Neutral,0.0
45,Video46,"If someone's temperature is high, they are asked to step aside and taken to the dispensary. I don't know what happens after that--whether they are taken to the hospital, or how they are treated. The HR is informed and deals with them--I am not sure how soon or whether they are allowed to return to work at the unit.",0,0.31773221492767334,Neutral,-0.045
46,Video47,Not to my knowledge. I hope and pray to God that it does not happen to anyone. ESI is supposed to cover the Covid test. ,0,0.14183075726032257,Neutral,0.0
47,Video48,"Not yet. If anyone gets Covid, they will probably shut the company down depending on the number of cases. ",0,0.04205409809947014,Neutral,-0.15555555555555559
48,Video49,I haven't heard. ,0,0.17945437133312225,Neutral,0.0
49,Video50,Nobody in the unit has got Covid as per my knowledge. And we have not been informed of the same. ,0,0.13794854283332825,Neutral,0.0
50,Video51,"No, I had trust in Shahi that I had my job and that I would be paid. We did not think that our supervisors would do such a thing to us. Plus, I have been working at Shahi for 8 years, and not had any difficulty from them. Also, there is not just 1-2 of us, there are 100s of us--they can't just remove us all like that. 

We were paid on time while we were in lockdown. We received the money in our accounts as per the usual date. We had access to withdraw the money from the ATM present within the factory. We were informed in the hostel, that the ATM has been filled with money, and we were allowed to go withdraw it. Not everyone is able to use apps like PhonePe 


We didn't have any problems with money. Sitting in our rooms, our money was deposited in our accounts. We can't even say anything while not working, but money was paid on time. ",0,0.08251640945672989,Neutral,0.13
51,Video52,"I am being paid on time, but the salary I work for is less. ",0,0.19963431358337402,Neutral,-0.16666666666666666
52,Video53,No,0,8.572652586735785e-05,Neutral,0.0
53,Video54,"The timing remained the same, and there was not much change in the targets. I did not hear anything about the orders being cancelled. I have heard that orders were being place via video calling. ",0,0.05265823379158974,Neutral,-0.05
54,Video55,There has been no change in the production targets and overtime. We haven't been told about any news surrounding changes in the orders etc. ,0,0.0888802781701088,Neutral,0.0
55,Video56,"No, there were no big changes in the production pressure or overtime. ",0,0.09928017109632492,Neutral,0.0
56,Video57,"After the lockdown, there has been an increase in workload, and a lot of pressure. Before, the work was easy without as much tension. I feel that we are not being paid for the amount of work we are doing--salary is too less. Supervisors just tell us to increase the number of pieces we produce--and we have to do that. We are not really told about why there is an increase in the workload (and she didn't hear about news of brands cancelling orders, etc.) Generally supervisors behave nicely towards us, and talk to us. Yes, during production they might start shouting when the targets are not met, and ask us to start working faster. ",1,0.7654422521591187,Neutral,0.16944444444444443
57,Video58,"There was a slight increase in price of vegetables and rice by around 100-15o rupees, since vegetables were also being brought from far. During lockdown we did not send money home, and my family also asked me to keep the money. We were not sure how many months the lockdown would last, and whether Shahi will be able to pay us through the whole lockdown, so there was a fear in our mind. ",0,0.17477454245090485,Neutral,0.1261904761904762
58,Video59,"It has been difficult to manage household expenses this year--with the rent being a minimum of 5000 rupees, and utility bills around 2000 rupees. My husband lost his job during the lockdown. Without the few months' wages it was difficult to put food on the table, and we were unable to pay the children's school fees. It is difficult to live with the expenses of a city like Bangalore and also send money home to maintain the children's expenses back home. ",1,0.9562510251998901,Negative,-0.29480519480519485
59,Video60,"I did not ask for a loan, we don't usually do such things. But we did ask for an increase in our salary from our supervisor or GM. Last year, we did not receive an increment in the salary due to lockdown, I am not sure what will happen this year, we'll see. ",0,0.21404781937599182,Neutral,-0.09375
60,Video61,"We are always wearing a mask, and are told not to stand close to anyone while speaking. It hasn't happened in the factory yet, but sometimes a girl shares that someone in their street has contracted Covid. We remind ourselves to keep safe, wear masks, not to go out and social distance, especially all the girls from Orissa stick together.We ask the girls to stay away from sealed down areas as much as possible. ",1,0.8853912353515625,Neutral,0.07555555555555556
61,Video62,"Even before Covid, we don't really speak or communicate much in the factory while working. At most we might ask each other if we've eaten, how are you--we don't speak more than that. We don't have time to stand and chat, anyway. At lunch, we might ask each other how is the work going. But that's normal as before. ",0,0.15452712774276733,Neutral,0.1857142857142857
62,Video63,Everyone is following the rules. ,1,0.7630026340484619,Neutral,0.0
63,Video64,Every one is following the rules. ,1,0.765304684638977,Neutral,0.0
64,Video65,"Most people follow the rules--they even tell each other to maintain social distance. Initially, people were speaking a lot about Covid news, but now not so much. ",0,0.0851435512304306,Neutral,0.12166666666666667
65,Video66,"They mostly speak to us, or yell only if the production is falling behind. Yes, they ask about our sometimes. But they know that if we have come to work, we must be okay. ",0,0.1844445765018463,Neutral,0.15
66,Video67,They speak to us well. ,1,0.9197689890861511,Neutral,0.0
67,Video68,"I do sometimes fear that there might be another lockdown. You hear such things on the news, that disease is spreading more, etc. We discuss this among ourselves--some people say there will another, some people there won't be. What can we do? We will have to wait and see what happens, and that thought has helped us get through one year. 

1 year has passed hearing this word 'Covid'. I have not seen anyone I know catch it yet, so I tell myself not to fear. Yes it is there, but you can't just just fear it forever. You have to continue to work. But a little fear is good--it makes you careful. 


While working on the shop floor, if the supervisor is tense they might yell at us. I try to forget those things when I leave the factory. Spending time with my roommates and talking and laughing with them helps me forget what I am stressed about.Coming back to the room, washing up, cooking and watching a little Youtube is enough to get by. ",1,0.967118501663208,Neutral,-0.03854166666666667
68,Video69,"If I'm stressed or scared about anything at work, I usually take a moment to go to the washroom and get a drink of water. There's always a little fear, but since everyone is wearing a mask and maintaining some distance, and washing hands regularly I am not too worried. 


I speak to my kids every night and ask about their day. I reassure them that I will be able to visit when I get leave. ",1,0.8060410618782043,Neutral,0.015625
69,Video70,I talk about it with my friends in the hostel and parents. ,1,0.9010639190673828,Neutral,0.0
70,Video71,"I have certain obligations. If I don't feel like it, and don't go to work a particular day, then what if I lose my job? Then I will lose my salary, and so I tell myself to go to work ",0,0.15138870477676392,Neutral,0.19047619047619047
71,Video72,"There are times when I feel demotivated, or don't want to go to work. But what can I do? We can be well, only if we work. I need to work to be able to put food on the table, and send my kids to school. Who can I go ask for help? If we work hard, we will be able to afford to eat.",0,0.17181667685508728,Neutral,0.17708333333333331
