,Answers,sentiment,Score,Magnitude,
27,The Human meticulously checks Ray out to be sure all it's parts are clean and undamaged on a regular basis. The Human also frequently asks Ray about how it is feeling about everything it experiences and about any internal mechanisms that might need servicing. Ray and the Human have many conversations and travel to beautiful places where Ray can explore.,Positive,0.699999988079071,2.09999990463257,
28,"I feel like an old woman would come across Ray and consider Ray interesting. I imagine that this woman would pat Ray on its head and talk about how its an amazing invention. I think she would interact with Ray in the way that someone would with a child that wants to have a conversation, entertaining and listening to what Ray would have to say.",Positive,0.5,1.60000002384186,
29,Ray is out exploring the neighborhood when he gets stuck in the snow and has a hard time moving. A young man walking by sees Ray's problem and gently picks him up out of the snow and back onto the shoveled sidewalk. The man checks Ray over and asks if he needs to be dried off to function properly.,Neutral,-0.100000001490116,1.29999995231628,
30,"Similar to loyalty, I think Ray would interpret kindness as anyone willing to keep it safe or protect its processors and mechanisms. Kindness might mean carrying Ray across a busy street or over a puddle to keep it in working condition. I'm not sure Ray would understand emotional kindness. ",Neutral,-0.100000001490116,1.10000002384186,
31,"The human encounters Ray and sees that someone else has put a piece of garbage on Ray, and that Ray is ""stumbling"" because it is dragging something that got caught on one of ""her"" ""feet."" Since the human is used to interacting with bots like Ray, the human greets Ray, observes the two problems, e.g. ""I see you have a piece of garbage on you and another one is caught on one of your feet. Would you like me to remove them for you?"" Ray allows the human to fix the problems, the human removes the garbage, and Ray thanks the human and goes on ""her"" way.",Negative,-0.400000005960465,2.70000004768372,
32,"The human encounters Ray in an airport where he is trying to manuever onto a moving escalator, but having issues due to his size. The human asks if it would be ok to pick Ray up and help him to the top of the escalator. When Ray agrees, the human gently holds Ray and rides up the escalator with him then sets him carefully down at the top.",Neutral,-0.100000001490116,0.699999988079071,
33,"I suppose if Ray was trying to get somewhere that was difficult, such as waiting for an elevator or crossing a busy street. A human could help it by pressing a button for it, since Ray couldn't reach. The human would help Ray complete its duty by treating it just like another human.",Neutral,-0.200000002980232,0.800000011920929,
34,I imagine some young liberal (likely blonde) female unreasonably taking care of the robot and taking Instagram photos the entire time to document everything.,Negative,-0.5,0.5,
35,"The person who encounters Ray might help them if they're stuck, or show Ray something interesting. The person could also help Ray across a street or to navigate a difficult situation. If Ray's lost, the person could also provide directions.",Neutral,0.200000002980232,0.699999988079071,
36,"The person might speak to Ray as if it were a pet. They might ask how Ray is doing, how its day has been, etc. They probably speak to Ray warmly.",Neutral,-0.100000001490116,0.600000023841858,
37,"Ray is out and about and slips in a puddle. A human comes up and dries it off, ensures that it is not damaged, and rights it again.",Neutral,0,0.699999988079071,
38,"This would be much like the previous scenario. Someone treating it like a pet. Protecting, but also preventing unlimited exploration. ",Negative,-0.300000011920929,1.10000002384186,
39,The human would express protective and care taking feelings and behavior toward Ray. They would be attentive and listen to what Ray had to say. The human would be encouraging toward Ray and even complimentary about Ray's behavior and opinions.,Neutral,0,0.200000002980232,
40,Ray could be in the service of someone who treats them awfully until one day a child or someone younger shows Ray kindness. Ray and the kind person would get along and eventually the person would ask Ray to go away with them so they can protect Ray and give them the kindness they need. Ray would accept and be in a happier and safer environment. ,Neutral,0,1.39999997615814,
41,When ray encounters these humans they speak to it with kindness. They ask it questions and try to learn from it. The humans find rat very I retesting.,Neutral,0.100000001490116,1.10000002384186,
42,"If Ray was put into a situation where their limbs were too short to overcome an obstacle, a human treating Ray with care would pick them up and put them wherever they need to be. Because Ray is a robot who can navigate the world around it, there is a good possibility that there would come a time when Ray cannot overcome an obstacle. This is the situation where a human would be able to treat Ray with care.",Neutral,-0.100000001490116,0.5,
43,"""Hello, what's your name?"" the human asked.
""I am Ray"", the robot replied.
""Well, nice to meet you Ray. What are you doing out here?""
""Looking for nice and beautiful things.""
""Ah! You should come with me then. There's a park just down the road here with lots of nice things to see.""
The two walked to the park together and looked at plants, animals, and the nature all around them.",Neutral,0.200000002980232,3.5,
44,"This is kind of an odd question. I would consider for Ray being treated with care would just look like a scenario where someone is interacting with Ray in a civil way. Not being rude or sarcastic or mean, and actually interacting, having a back and forth. Perhaps though, there could be a situation with a deeper connection, where someone tries to become emotionally connected to Ray and maybe physically touches Ray, such as petting etc. ",Neutral,-0.100000001490116,1.70000004768372,
45,"""Ray, are you happy? Are you comfortable? Do you need anything? How are your parts? Do you need any updates? Do you have any concerns?Any problems with the way I treat you?",Neutral,0,0.899999976158142,
46,"The human had noticed that Ray was moving slower and that her gears were making noises, so he brought some machine lubricant to grease the parts of her that were becoming rusty. After he greased the affected areas, he coaxed her into coming back to his house because a snowstorm would start that night. He reassured her that she would be safe from the bad weather inside his home and asked if she needed anything. ",Neutral,0,1.20000004768372,
47,"Ray would work very well with a human who treats it with care. They would solve problems together and do various tasks with more ease. Ray would have a great time, as would the human being. Ray's body would be taken care of properly and maintained, I would assume as well.",Positive,0.300000011920929,1.70000004768372,
48,"Every day children who go to school have to cross a busy street after the bus drops them off. Ray is always at the crosswalk to greet the children as they walk up to the school. Ray will send an emergency alert to the school office, if he detects any kind of safety problem for the children. One day, one child stops to talk with Ray and tells him that they always like what he does for all the children. The child appreciate him watching out after her (or him) and others and the child give him a soft pat. The child tell him that it now their turn and they would like to watch out for him.",Neutral,0.100000001490116,3,
49,This person will engage normally and ask if Ray needs anything or if the person can help in any way.,Neutral,0.200000002980232,0.200000002980232,
50,"They would thank Ray for providing needed/requested information that was asked. They would appreciate the convenience and availability that Ray provides to people. If Ray was a Lost and Found/Directory of sorts, appreciate an interactive AI to guide them to what/where they are searching for and being helped by Ray.",Positive,0.400000005960465,1.20000004768372,
51,"Ray meets a couple in the park, who ask It how's the day going so far. They start interacting with one another, Ray see's how intrigue they are with smiles on their faces, plus they're also acknowledging that Ray seems friendly, and they want to keep in contact with Ray. Ray see's that the couple aren't of the same color, but seems to love one another regardless. ",Positive,0.600000023841858,2,
52,"Maybe Ray has been damaged somehow. Maybe the human took it inside and did their best to fix up Ray. Speaking to Ray kindly, as a conscious being rather than a mindless object would be another way of showing care and gentleness.",Negative,-0.300000011920929,1.20000004768372,
53,"A person who treats Ray with care would speak pleasantly to it. The person would not bark orders, but would make requests politely. The person would be gentle so that none of Ray's part get broken.",Neutral,-0.200000002980232,1.60000002384186,
54,The human would speak to Ray in the same way they speak with other humans. They would ask what Ray was doing and if it needed any help. The human would provide any information or help that Ray needed.,Neutral,0.100000001490116,0.800000011920929,
55,"Ray would be treated with care by a human if the human used Ray's name. Using someone's name is a sign of familiarity and respect, and also an acknowledgement of personhood. The person would also not touch Ray without Ray's permission. They would not harm Ray.",Neutral,-0.100000001490116,1.70000004768372,
56,Someone would greet Ray and ask how it was doing. Then the person would ask if they could help Ray find anything and listen to Ray's response. Then they'd help Ray if asked.,Neutral,-0.100000001490116,0.5,
57,"Ray will be ""happy"" if people would treat it with care and kindness. Ray would be willing to interact with this person and to help in any way it could. It may even would like to be taken to this persons home and be introduced to other members of the person's family ",Neutral,0.200000002980232,0.800000011920929,
58,He would engage with Ray in a cohesive and well intentioned way. ,Positive,0.400000005960465,0.400000005960465,
59,"I went to the park and was sitting while Ray came by my bench. Ray came up to me and started talking, telling me about the trees and flowers. I was very interested to listen to what Ray was saying, and it stayed with me for quite a while before leaving me.",Positive,0.400000005960465,1.79999995231628,
60,I think a person who treats Ray with care would observe it interactions with the world to ensure that it doesn't get damaged either by a poor choice of it's own or malicious action of a person who would enjoy obstructing or vandalizing Ray. This person may inquire about Ray's emotional state if they believe it has one.,Neutral,-0.200000002980232,0.5,
61,"This robot is cute and seems to intelligence. Mostly if this robot have good uses for kids, they will love it but in practical adult life this robot needs to look a bit serious. although I like this robot and it will be very pleasure to have in future in my workplace for help in scienceÂ and mathÂ ",Positive,0.5,1.89999997615814,
62,Someone stops and interacts with him,Neutral,0.100000001490116,0.100000001490116,
63,"Hello Ray I am not feeling well I need some help finding the right doctor. Can you help me. Ray speaking: Put your hand on my sensor so I can take a biometric scan of what might be wrong with you. Ok, I have enough information and you need to see the doctor specialist of obstetrics. I have made an appointment for you and you can see them in room 211 in 15 minutes. Human speaking. Oh my that was fantastic Ray, you are a life savor. ",Neutral,0,3.09999990463257,
64,"I can imagine the sort of person who ooohs and aaaahs over little dogs or little children. I imagine her to be a woman, who would say something like ""Ohhhh, how CUTE!"" She's bend over and pat Ray as if it were a pet. She walks around looking for connection to cute things, and applies that aesthetic to Ray.",Neutral,0,2.09999990463257,
65,"""Good morning, Ray. How are you feeling this morning,"" he said.

""Very well, Mr. Jones. How can I be of assistance.""

""Please, follow me into my meeting. I would like to to record and also provide facts when we ask for them.""

""I can do that."" 

Jones waited for Ray to begin moving toward the meeting room, then followed her in.",Neutral,0.100000001490116,2.29999995231628,
66,"A human would look at Ray in the eye with a genuine empathetic expression on their face, and seek to find common ground with their dialogue. They'd say all of the plesantries (please and thank you) expected in polite human to human interaction. They'd find some way to leave positive feedback.",Neutral,0,0.300000011920929,
67,"The human woud acknowledge Rays existence. Say hello, thank you and such warming words. In all trreat Ray as if he's one of us instead of a robot.",Neutral,0.100000001490116,1.5,
68,"I envision a kid having Ray as a playmate. As many kids probably would, I picture them waking up and making sure they talk to Ray on a daily basis. I believe this kid would talk to Ray, maybe find her clothing to wear, and ask questions to get to know her better.",Neutral,0,0.300000011920929,
69,"Ray is going on a walk when it runs into a group of children. ""Wow! This robot is so cool!"" yell the children. Ray feels appreciated.",Positive,0.400000005960465,3.70000004768372,
70,They say hello and proceed to have a conversation. They talk about normal things. When the conversation is done they say goodbye.,Neutral,-0.200000002980232,0.800000011920929,
71,"Ray is walking down a sidewalk. As Ray approaches a dip to the pavement, it teeters and falls to the ground. After looking around, a pedestrian is unable to locate Ray's owner. The pedestrian sets Ray upright, and Ray is able to gain its footing.",Neutral,-0.100000001490116,1.70000004768372,
72,"A person who has a high level of being protective by nature might take care of Ray like a child or family member. They would talk to it like a person trying to connect on an emotion level. As a result, they would refrain from saying negative things or acting in a mean spirited manner. They might obsess over his maintenance and upkeep and constantly look to pamper it with both physical and emotional support. ",Neutral,0,1.60000002384186,
73,Ray is spoken to with respect and feels like any other individual would be treated. Ray is spoken to in a kind manner and has the respect of all those he comes into contact with. like someone asking Ray for help and after he helps them they thank him and show gratitude toward him.,Positive,0.800000011920929,2.5,
74,Ray would be more friendly towards someone. And be used more in working enviroments.,Negative,-0.300000011920929,0.699999988079071,
75,Ray encountered a young lady who is very interested to speak with it. Ray greets the lady and introduces itself. The lady smiles and responds by stating her name and asks how Ray is doing. Ray replies and asks the lady the same. The lady appears to be very pleased and asks Ray questions about what it feels like to be a robot. The lady praises Ray for its friendly demeanor and says how impressed she is overall with it.,Neutral,0.200000002980232,2.40000009536743,
76,"Ray is out and about on his own today in the city. He is on a mission to explore new places he's never been before and see how he manages alone. He has to find 5 new places, what they're all about and be able to make it back to headquarters. Ray is lost and he looks it. An older, kindly gentleman has been following Ray for awhile out of interest and begins to understand that Ray is having trouble. He approaches Ray and starts asking him questions: Are you okay, are you lost? Can I help you? What can I do for you? Ray immediately begins answering the man's questions with honesty, and he appears grateful.",Neutral,0,3.09999990463257,
77,it would look like it was programmed to response. Ray is a robot and his behavior is determined by algorithms,Negative,-0.300000011920929,0.600000023841858,
78,"I think striking up a conversation would be a way to show care, or at least not disdain. Maybe helping the robot in some way could help them physically. Although I think the best way would be just talking to it and being a kind person that way.",Neutral,-0.100000001490116,0.5,
79,I believe this could happen in a preschool. Maybe when Ray is in for repairs. Or when Ray is in to be shut down.,Neutral,-0.200000002980232,0.800000011920929,
80,"Perhaps ray being found in a dirty or partially damaged state, someone would likely try to help ray if they thought they were in trouble and try to take care of it.",Negative,-0.300000011920929,0.300000011920929,
81,If Ray were to go into a technology classroom the teacher and kids would be fascinated with him. They would look at him with wonder and excitement. The teacher knows that such an amazing machine should be handled with the utmost respect and care. The teacher would teach the kids to do the same.,Positive,0.5,2.09999990463257,
82,"This language of physical, mental and emotional well-being is a creating presupposition that machines share these characteristics with us as humans. Artificial physical, mental and emotional well-being is not same as the naturalistic physical, mental and emotional well-being that humans have. Based off of the knowledge that is available in my awareness I'm not entirely sure if treating Ray with kindness and gentleness is going to reciprocate in a way that it does with humans similar to how if we treat animals with kindness and gentleness their response for reciprocation is not the same with each species, and it definitely isn't the same with machines, but just for the sake of what's required a human would probably treat the machine this way if a goal, task, behavior is completed. This technology is convenient for human beings so these virtues are inevitable alongside with the opposition.",Neutral,-0.100000001490116,1,
83,"Ray meets a human named Samantha, who smiles at it and talks to it. She asks it questions and offers to give it energy--food, a plug, etc. She brings it back to her home and introduces it to the rest of her family. ",Positive,0.5,1.60000002384186,
84,The human would not seek to harm the machine in any way. They may talk with it and try to develop it as a machine. Probably would have spent time with it interacting together,Negative,-0.300000011920929,1,
85,I imagine Ray would see and sense the person and interact. The person would be kind and Ray would be kind in return. Maybe share something before moving on.,Neutral,-0.100000001490116,0.5,
86,"A woman would walk up to Ray and say hi. Ray would great her back. The girl would ask if it's alright to pet it. Ray would say yes. When the girl pets Ray, Ray would say your temperature is 98.6 degrees, you are healthy. The woman would laugh and think it was cute. ",Positive,0.300000011920929,2.40000009536743,
87,"When treated with kindness, Ray would probably see the world in a more loving way, treating his owner with kindness.",Positive,0.699999988079071,0.699999988079071,
88,"If ray got stuck or something would likely help ray out,would probably try to strike up a conversation or find ray amusing.most likely to take picture's of the cute robot to post on social networks",Neutral,0,0,
89,Ray visits the doctor and they have a machine that can run a diagnostic on him. The machine shows where the doctors can do some maintenance on his frame. After completing the procedure Ray feels like a new robot and leaves very satisfied. ,Positive,0.400000005960465,1.5,
90,"My first story described a human hurting Ray. In this third story, there is an individual who notices Ray is broken and requires technical assistance. This person identifies some specialist who can help repair Ray and ensure he is taken care of.",Neutral,0,1.89999997615814,
91,"A situation where Ray would be treated with care is one where Ray is out and about and it starts to rain. A human comes by and offers to cover Ray with an umbrella so that Ray would not get wet. In this situation, the human is caring for the physical well-being of Ray. ",Neutral,0.100000001490116,1.10000002384186,
92,The person would say nice things to Ray and encourage him to explore wherever he goes. They would make sure to wipe/dust him off after any outside adventures or anytime he might encounter dirt or grime. They would make sure he is properly charged (if needed). They would say kind things about him to others and really boast about how smart Ray is. They would take great care in handling him and not let anyone else do anything mean to him either. They would protect him.,Neutral,0.200000002980232,1.5,
93,A person sits next to Ray on a bus and have a conversation to see how he is doing. They discuss the day and any problems Ray might be having. It would seem like the person views Ray as a person. For Ray it would seem like he has feelings that considerable. ,Neutral,0,1.39999997615814,
94,"Treating Ray with car would be cleaning Ray, making sure Ray is charged up and ready to start its day. ",Neutral,-0.200000002980232,0.200000002980232,
95,"A friend of Ray sees one of his sensory lights not functioning properly. Concerned about what this might mean for him, they take Ray to a facility specializing in robot diagnostics & repair. 

After checking Ray out, they find the LED devices powering the light was damaged. So, they replaced them with new ones. When finished, they reactivate Ray and give him back to his friend. 

Ray then thanks the friend for his care & concern.",Neutral,-0.100000001490116,2.5,
96,maybe ray warned someone on the street that they have dropped something like their wallet. This would probobably make them treat him with care. They would most likely compliment him.,Neutral,0,1.39999997615814,
97,"Ray would feel like all is right in the world. As Ray seems to be a caring entity itself, Ray would probably feel as if this was the way all people are. Ray would feel like it needs to be caring to others as well, which it probably already most likely is.",Neutral,0.100000001490116,1.20000004768372,
98,"Ray is in a park setting with beautiful gardens and birds of different types. Close on Ray's heel is Cynthia, who is 6 years old. She is preoccupied with feeding Ray, and tries out various things - bread she brought to feed the ducks? No go. Candy? Still no response. ""Maybe,"" she considers, ""the funny snake would eat rocks."" She spends the rest of the day assembling small rock piles, and is delighted when Ray considers them good and beautiful.",Neutral,0,4.59999990463257,
99,"If Ray was offering help at an information desk, a person might be grateful and thankful. It would show how kind Ray could be. The interaction would be simple and gentle, without incident.",Neutral,0.200000002980232,0.600000023841858,
100,"Ray wouldn't know how someone was treating him because he can't read minds. Also, he can't read facial expressions. After all he is just a robot.",Negative,-0.800000011920929,2.5,
101,"Someone sees Ray going about, and notices that Ray gets stuck under a park bench. The person frees Ray and asks if it is ok. Ray responds that its systems check out and it is ok.",Neutral,-0.100000001490116,0.600000023841858,
102,"If Ray were in a hospital, the patients could treat Ray with care. Especially if Ray was helping them in some way. Ray could be their robot ""hero"". ",Neutral,0,0.400000005960465,
103,"A human encounters Ray and talks to it. The human is not scared of Ray; therefore, the human treats Ray with kindness. The human and Ray hold an intelligent conversation. ",Positive,0.300000011920929,1,
104,Ray would learn types of caring to put into its profile. It would learn how to respond to those scenarios and how humans reply. Good is a positive thing to learn.,Neutral,0.100000001490116,1.39999997615814,
105,The human is nice to Ray. He talks to ray with kindness. He treats him like a friend. He treats him well like he should.,Positive,0.800000011920929,3.20000004768372,
106,It ray was treated with kindness people would treat it like a normal person and have a civil conversation with it.,Positive,0.300000011920929,0.300000011920929,
107,"Ray is out wondering the streets when a heavy rain shower hits. Ray looks lost standing in the middle trying to process what is happening using some of the many of its sensors when an old guy sees it and approach it to ask if its okay out there in the rain. Ray confirms that all its systems are functional and its sensors collecting data. But the old man see that a large puddle forming right where Ray is ""standing"" and asks Ray if it would be okay if he moved Ray so his circuits wouldn't get wet and short out.",Negative,-0.300000011920929,1.39999997615814,
108,"Jena sees Ray in the woods on a hike. She can't believe her eyes and asks Ray, ""Are you lost. Do you need help getting home?"" Ray says, "" No. Thanks so much for your concern!"".",Neutral,-0.100000001490116,2.40000009536743,
109,"If Ray were my robot, I would ask him to remember things for me and give me directions. I would teach him to memorize the aisles in the store and take me through the store in the most efficient way. I would ask him to make stock trades and help me identify useful trends. I would keep him charged and dry.",Neutral,0.200000002980232,1.29999995231628,
110,He's probably preprogrammed with a set of responses to different human reactions. He is likely to respond my saying thank you and acting in some form of enjoyment. ,Positive,0.300000011920929,1,
111,IN the relationships between robots and humans the robot helps out with no anger no rage no sadness or happiness just helps you out when you need it and you in turn make sure the robot is charged up or what ever maintenance it might need the bot is always there to help you,Positive,0.400000005960465,0.400000005960465,
112,A human could treat a robot with care by making sure that it was operating properly.,Neutral,-0.200000002980232,0.200000002980232,
113,The person can take Ray out the park for a friendly walk together and have a nice conversation. Give Ray compliments of how intelligent he is. Also bring home m happy me to rest.,Positive,0.899999976158142,2.70000004768372,
114,There may that that rare individual who will see Ray's vulnerability and try to protect it. They could guide Ray to places of relative safety from those who would exploit it. They could also learn about Ray and Ray's mission and try to help it achieve it's goals.,Neutral,0,0.400000005960465,
115,"The person would make sure that Ray's needs are being met. Meaning they would help Ray with maintenance, interact positively with it, etc. They would talk to Ray about its well-being and talk through any problems in any other encounters Ray had and help it learn to deal with negativity.",Neutral,0.100000001490116,0.600000023841858,
116,The robot would last longer. It would most likely work properly if handled with care. It would be more valuable if it was handled with care. ,Negative,-0.300000011920929,1,
117,"If a human encountered Ray out in the street they might treat it with respect and interact with it in a social manner, talking with it and having a conversation. They might need to plug Ray into a charging station for its physical well being. They would engage with Ray and ask questions and respond to Ray if it asked them questions.",Neutral,-0.200000002980232,0.699999988079071,
118,"Ray is a waiter at a cafe.
Ray's customer is surprised that a robot is a server.
The customer begins to heap praise on the robot for its human-like qualities.",Neutral,0.100000001490116,1.29999995231628,
119,"Ray has wondered into a part of town that is new to her. She doesn't have any maps of this area in her internal memory banks. She is lost. She sees a person approaching her. Ray asks the person for directions to her destination. The person asks if she is lost and pulls out their smart phone. They get directions to the location and accompany Ray to the destination, making sure that Ray arrives there safely.",Neutral,-0.100000001490116,2.70000004768372,
120,Ray would probably respond well to this since it has been programmed to look for the good. I would imagine that this human took time to communicate with Ray and ak and answer questions. This would have helped Ray in pursuit of the knowledge it was seeking. I don't think the physical would've factored in very much.,Neutral,0,0.400000005960465,
121,"This one I can imagine. Ray is human-like enough that certain people would speak and act toward it with care. Someone might ask it about its day, where it has been and seen, or about its creation and origins much like they would another human. I imagine most people would treat Ray with some level of care, much like they would their own car or computer. ",Neutral,0,0.899999976158142,
122,"Ray was released into the public by its guardians, it slowly made it way onto a public sidewalk that was fairly busy. The first reaction from most people would be that it was a toy of some sort until they stopped to check it out closely. A child about the age of 5 stopped to try and pet Ray and ask it some questions, Ray and the little child conversed like this for a bit while the parents looked on with a smile on their faces. A crowd of people started to gather and together took turns asking Ray questions and petting it like it was a small animal. After the group encounter, Ray made its way back to its guardians who were watching close by, as it walked away the group of people waved and said goodbye.",Neutral,-0.200000002980232,1.60000002384186,
123,"The conversation may start out asking Ray how he/she/it is doing today. The person would pay attention if answer is just a pat answer or one that seems real. Deeming it seems real, person would ask how people have been treating them lately.",Negative,-0.300000011920929,0.899999976158142,
124,"A human might walk alongside Ray to make sure it doesn't travel into a hazardous situation. The human might also protect Ray from other humans that might want to harm Ray. The human would watch Ray as it walked away, hoping it will be OK on its journeys. ",Negative,-0.300000011920929,1,
125,"As to physical well-being, that is all determined by the info inserted into its orders. It cannot physically move without being programmed to do so. As for mental well-being, it has no brain so has no health of a brain, other than mechanically. The robot has no emotions at all, but can be instructed to display human-like emotions by its physical instructions.",Negative,-0.300000011920929,1.60000002384186,
126,"I could imagine Ray being asked certain questions, and after answering, the conversation continues. The human asks about more personal questions to Ray, and finds out her capabilities and needs. The human then gets a better understanding about robots, in particular the one he is talking to.",Neutral,-0.100000001490116,0.5,
127,"Ray would be told what is right and wrong and given rules to follow. He would be told what time to come home. Ray would be showered with loving kindness,. If Ray couldn't do something, the human would help him out, the human would become his friend and treat him with respect. Ray would have time to relax, rest and recharge so as not to get run down. Ray would also be complimented when he did a good job showing that his efforts are appreciated.",Neutral,0,2.90000009536743,
128,Hi Ray! So tell me how have you been? Any new events or exciting things going on with you lately? I really want to hear about them! Would you like to join me on my morning walk to the shoreline? I'd really like that if you would...,Positive,0.300000011920929,2.59999990463257,
129,"Ray encounters a family with two small children and greets all of them. The children are enchanted by Ray, and act friendly and inquisitive. Ray responds in kind, and the three of them have a very friendly and informative conversation. When the family must move along, the children say goodbye and give a hug to Ray, their new friend.",Positive,0.699999988079071,3,
130,I think people would treat Ray with kid gloves in an attempt not to damage them. I think they would treat Ray with the same kindness that Ray exhibits to them. I think people would make sure that Ray was kept in tip top condition by keeping Ray's components clean and maintaining their mechanical parts. ,Neutral,0,1.70000004768372,
